kmeans,fcm,fcm_membership,qkmeans,qfcm,qfcm_membership
0,0,0.44456453568012244,0,0,0.9990232423991442
0,0,0.4443585222244336,0,0,0.9847704338736202
0,0,0.3630553045611137,0,0,0.6334216254434935
0,2,0.26231447081158477,2,2,0.7239985603288848
0,2,0.43778765379073425,2,2,0.9978102830229211
0,3,0.345704814295668,2,2,0.43046422919986493
0,4,0.40892268189187475,1,1,0.580885379306335
0,4,0.46292633889355245,1,1,0.6424662577194024
2,3,0.33440591792404833,2,2,0.44403890040433697
2,3,0.38570133081663005,0,2,0.5170392267742582
2,3,0.4108158390346198,2,2,0.5967591644322725
2,3,0.42151655407628563,0,0,0.5947140377686017
2,3,0.418755395798501,0,0,0.7697256499340033
2,3,0.43138218830108277,0,0,0.5532673139406427
2,3,0.43110728954894356,0,0,0.5666747542391186
2,3,0.4310274125957999,0,0,0.49530229262567915
2,3,0.42457427591736313,0,0,0.8521882568122466
2,3,0.42443862990297937,0,0,0.47015217819501076
2,3,0.4306412863545356,0,0,0.5706560107310428
2,3,0.4188598676264016,0,0,0.7960853703542632
2,3,0.40985093935486017,0,2,0.5503292677397743
2,3,0.3877370649354086,0,0,0.5685203438947344
2,3,0.38363484694766337,0,0,0.5737022868437954
2,3,0.3521968244687872,2,2,0.4887565249713597
0,3,0.337310480427442,2,2,0.43927282007455115
2,3,0.3611296920276336,2,2,0.44555978544483293
2,3,0.4078937288508423,2,2,0.5021167029588133
2,3,0.4311056509239741,2,2,0.9395991460263642
2,2,0.42703332572637537,2,2,0.9711666084983885
2,2,0.3955311009203698,2,2,0.954241016444919
2,2,0.3810390701088052,2,2,0.9533425278841832
2,2,0.39427784134058774,2,2,0.9969949416133159
2,2,0.36295165093022047,2,2,0.983169689086854
2,2,0.3635737759606173,2,2,0.9292409491519915
2,2,0.348332538781761,2,2,0.8481975332987816
2,2,0.33704585562903855,2,2,0.9203623314088281
2,2,0.39447066659860563,2,2,0.9022168259378974
2,2,0.4071669222978926,2,2,0.854160767802533
2,2,0.4167061226290043,2,2,0.9133216238523675
2,2,0.4089410494336059,2,2,0.8594320931348141
2,2,0.42223021969457253,2,2,0.8430324147182313
2,2,0.41421134026407425,2,2,0.9285051484473335
2,2,0.4191981686144929,2,2,0.9883847629552125
2,2,0.40657715971826114,2,2,0.9554474635484815
2,2,0.4132698131182463,2,2,0.9998569910849189
2,2,0.4037048834447549,2,2,0.9999610392750866
2,2,0.3964562469111454,2,2,0.9985061802998905
2,2,0.40664800666947504,2,2,0.9962828377554866
2,2,0.4051366015623846,2,2,0.9871096060633434
2,2,0.404025597514588,2,2,0.9040131379807639
2,2,0.3956374336026919,2,2,0.9191819548448514
3,2,0.40545759165125855,2,2,0.9238068856809273
2,2,0.4120064784198638,2,2,0.8970142721278205
2,2,0.4017395464047703,2,2,0.9414598828679132
2,2,0.3701887554072211,2,2,0.9481675035443894
0,2,0.3244978601905385,2,2,0.9457098165264837
0,2,0.26992760926740317,2,2,0.8385496940122354
0,0,0.3570322907767923,0,2,0.398134440211638
3,0,0.42153442633050064,0,0,0.4391598127154841
3,0,0.43854017220096764,0,0,0.9960183791664963
0,0,0.43534465621916657,0,0,0.998857376462797
0,0,0.4428814736728581,0,0,0.6421761453202562
0,0,0.4435777603541999,0,0,0.9938289037498651
0,0,0.4389749935184591,0,0,0.8961560925772126
0,0,0.4472919359108251,0,0,0.7664771694961084
0,0,0.447373753191531,0,0,0.8467891304825946
0,0,0.44641505407348026,0,0,0.7784279911968134
0,0,0.4501209581443321,0,0,0.9607021084197281
0,0,0.4467186055341903,0,0,0.5038465513962546
0,0,0.4518174217544485,0,0,0.5073350499964521
0,0,0.44975376286865454,0,0,0.7997707154218338
0,0,0.45011024156835133,0,0,0.7455982720066392
0,0,0.45649028306454614,0,0,0.4944223594290147
0,0,0.4449439841810093,0,0,0.7118269515796373
3,0,0.4474750344527612,0,0,0.9995845274797763
0,0,0.4333690446186232,0,0,0.8093465735744406
3,0,0.44260608431480003,0,0,0.6603025795719684
2,0,0.43090598066258684,0,0,0.4212840868535978
0,0,0.41220909456436705,0,0,0.307983253119253
3,0,0.36477725723114635,2,2,0.3464920210764269
3,0,0.29265979230504285,2,2,0.6110046576540952
2,2,0.3110392210120666,2,2,0.8854865728108744
2,2,0.38130912146662693,2,2,0.8984202831435066
3,2,0.413993320952999,2,2,0.9999569194600835
2,3,0.4214614015694465,0,2,0.4843939414138577
2,3,0.3213889831386969,0,0,0.9992841855301693
3,4,0.7504006334806067,3,4,0.4638161214560212
3,4,0.7951269741016441,4,4,0.9967639433740855
3,4,0.6484677232165299,4,4,0.9857322053192973
3,4,0.3034087868379696,0,0,0.8771520479708237
3,3,0.355743512106588,0,0,0.7376033117401155
2,3,0.4082770164967336,0,2,0.49597194464166267
2,3,0.4381926986021141,2,2,0.9887627384522854
0,0,0.4423254556811828,0,0,0.9999463933742594
0,0,0.44505351123709236,0,0,0.715241546111262
0,0,0.4487293528954109,0,0,0.9654283783225093
3,0,0.45637248063778874,0,0,0.8667522819707423
0,0,0.43697793470441815,0,0,0.9326435870487787
0,0,0.44748873472518147,0,0,0.9954787605957597
0,0,0.44734673131732305,0,0,0.999938528788703
0,0,0.4407983732323111,0,0,0.6142171352269477
0,0,0.4002554173302497,0,0,0.5884098338159206
0,0,0.28468539608987936,0,0,0.510741165652689
2,2,0.3449130771927983,2,2,0.9563492172152812
2,2,0.4350541675291675,2,2,0.9998422838763155
0,3,0.410025909339566,0,0,0.5198775935857224
2,3,0.3470140096319982,0,0,0.45396240205134825
2,3,0.3548255443620864,2,2,0.4250062965515964
2,3,0.4000731980453941,0,2,0.4893258837164166
2,3,0.4106937725523565,0,0,0.9983041374102621
2,3,0.4345829070431645,0,0,0.9961019793264846
2,3,0.4387787659957972,0,0,0.9328431761706425
2,3,0.423205765996584,0,0,0.9987902743901235
2,3,0.43285627247322295,0,0,0.8110723113248115
2,3,0.4346455191709723,0,0,0.738071165919349
2,2,0.43673434738634115,2,2,0.9224718314198357
2,3,0.4422679970238696,2,2,0.8888373229184462
2,3,0.4558944607991778,2,2,0.6907821917601519
2,3,0.4461942684197091,0,0,0.613932635619571
2,3,0.4230825424962343,0,2,0.5004722651967541
2,3,0.42920747934841014,2,2,0.9571140013009304
2,3,0.43112082048075273,2,2,0.9133276298727082
2,3,0.4255192482186607,2,2,0.6728245811793991
2,3,0.41933950556759647,2,2,0.7169849498613102
2,3,0.41628988268674366,2,2,0.9022450706026324
2,3,0.41454872176736707,2,2,0.9582055722658404
2,2,0.43712371962609503,2,2,0.9990553036683881
2,2,0.4201761802834182,2,2,0.998804574101907
2,2,0.3795833934333225,2,2,0.9987434903980081
2,2,0.3612566368601662,2,2,0.96079087858489
2,2,0.3586445769751362,2,2,0.6933131803171869
2,2,0.34601938869185916,2,2,0.6992090911536313
2,2,0.35970084119319,2,2,0.8250114503470029
2,2,0.355252496868289,2,2,0.6963294661701082
2,2,0.3398895339132,2,2,0.6643815384053114
2,2,0.36581068690780805,2,2,0.7059098653885667
2,2,0.37725971797774327,2,2,0.9148899502371498
2,2,0.397431271996346,2,2,0.6629301841911981
2,2,0.3899923469458668,2,2,0.8115836599116726
2,2,0.3763030695909529,2,2,0.8820814682894099
2,2,0.4055343177722593,2,2,0.5017936932247465
2,2,0.41077774723278393,2,2,0.895646237160834
2,2,0.41649125198914483,2,2,0.9991532912348348
2,2,0.43115998255729543,2,2,0.9817617904058773
2,2,0.4098633251699679,2,2,0.9947965818790929
2,2,0.4125121000939312,2,2,0.9927706766589607
2,2,0.42420644213748515,2,2,0.9998388689459331
2,2,0.4228201225191323,2,2,0.8618484849243485
2,2,0.40183440716664126,2,2,0.9890391360187917
2,2,0.3824299786375965,2,2,0.9687539516145713
2,2,0.3990890493894617,2,2,0.9694160755555349
2,2,0.4218007158430345,2,2,0.988391927385534
2,2,0.43301312751281745,2,2,0.9805728835779262
2,2,0.41565066258753564,2,2,0.9971040582515495
2,2,0.3903602498300326,2,2,0.9203086007193519
2,2,0.3579473145988869,2,2,0.9717598572452513
2,2,0.3241110990912013,2,2,0.9391441604171304
0,0,0.26211016101101375,2,2,0.5518383749594912
0,0,0.41722444099707556,0,0,0.8652176498679423
0,0,0.4516632909849185,0,0,0.9787345408262634
0,0,0.4488920903649825,0,0,0.9999483420945409
0,0,0.4456108879245032,0,0,0.752800164647804
0,0,0.4459678085007033,1,1,0.5799816450790202
0,0,0.45262940805013985,0,0,0.47357471215380736
0,0,0.4482288477409721,0,0,0.5245983513624103
0,0,0.4524032639646614,0,0,0.5253684521060386
0,0,0.4419482732328196,0,0,0.7751379669116295
0,0,0.4463175932475653,0,0,0.4516407481923969
0,0,0.4446053223019979,0,0,0.7975396911324775
0,0,0.4448913253211813,0,0,0.8693946783682788
0,0,0.4529785288615146,1,0,0.4350469505482036
0,0,0.45375335806852146,0,0,0.49924474430431454
3,0,0.4436447771093511,0,0,0.9837278862840362
0,0,0.4461659479209008,0,0,0.8427375556645409
0,0,0.4382479656058735,0,0,0.9988716312221451
0,0,0.441235055570445,0,0,0.9413808066022892
3,0,0.43741115260913843,0,0,0.999939267886998
3,0,0.4209108182746819,0,0,0.8803536068164478
2,0,0.3989911335316213,0,0,0.30407627917689656
0,0,0.3879331791896515,0,2,0.32049043871160254
3,0,0.296613096118287,2,2,0.5241506037949628
3,2,0.2753479227413366,2,2,0.7254780701336454
3,2,0.37550803653176984,2,2,0.97544717427519
2,2,0.42804286497387173,2,2,0.9102846510370568
2,3,0.43620558809918614,0,2,0.5222119642413484
0,3,0.3238990573512284,0,0,0.9998070078944957
3,4,0.5624540252646597,3,3,0.7728884241963977
3,4,0.7260480774892596,4,4,0.90856852431809
3,4,0.7972526208150922,4,4,0.914498225665084
3,4,0.7494743935130815,4,4,0.6843365919004016
3,4,0.7179596959021113,3,4,0.5767460197037269
0,3,0.3242043556934644,0,0,0.9628699284009562
2,3,0.41504455889714964,0,2,0.48202969065659196
0,0,0.44062651188516494,0,0,0.8706936878276289
0,0,0.43314695534077857,1,0,0.4262233341640453
0,0,0.4142593368621327,0,0,0.8060987133226122
0,0,0.44106463392460815,0,0,0.5840893794008893
0,0,0.4497505308386663,0,0,0.81264034895917
0,0,0.4389515678097644,0,0,0.9617027263373495
0,0,0.43375232775009387,0,0,0.9656410018405083
0,0,0.42478289545046705,0,0,0.9973385920181319
3,0,0.3650664507780914,2,2,0.34972976461655764
0,0,0.24162480246470752,2,2,0.7881206232482766
2,2,0.36491598991326163,2,2,0.9985756987877501
2,3,0.41116485624031474,0,2,0.5116575868196866
2,3,0.4060894797327217,0,0,0.8828245675741826
2,3,0.3608651176271684,0,0,0.999951447134935
0,3,0.36029270137066677,0,0,0.9983823276492286
2,3,0.39562787121253895,0,0,0.6342322360968303
2,3,0.4146798159175965,0,0,0.9760909564651881
2,3,0.4378929648665142,2,2,0.7541422152070255
2,2,0.4278797975678376,2,2,0.7882486622215213
2,2,0.40495625493265536,2,2,0.8855433674188783
2,2,0.4015090289795093,0,2,0.655091924709421
2,2,0.4194895804669815,2,2,0.9899604094814163
2,2,0.415381237850479,2,2,0.8668811398556004
2,2,0.40838247577790415,2,2,0.9958206470677583
2,2,0.42662748265209766,2,2,0.982607115670747
2,2,0.4011013863996766,2,2,0.9856129743046811
2,2,0.4073474420343218,2,2,0.9999575591396638
2,3,0.42340434563903717,2,2,0.8057328126790326
2,3,0.4141778039464188,2,2,0.8116413711230237
2,3,0.4104289999132123,2,2,0.8725602260209118
2,3,0.41339670655305905,2,2,0.9273881054465971
2,3,0.4282694711974392,2,2,0.7664548049705183
2,2,0.4120567213030053,2,2,0.9875910263413137
2,2,0.4003946331244503,2,2,0.9999562925022693
2,2,0.36611559181129183,2,2,0.9580943655461246
2,2,0.35260230818400523,2,2,0.7257045706331833
2,2,0.36410401323478453,2,2,0.9264902305738192
2,2,0.33510384625062395,2,2,0.7247745096273465
2,2,0.33931411021400637,2,2,0.9671911662017371
2,2,0.34467968685206185,2,2,0.9750366602024156
2,2,0.3185732770276314,2,2,0.8312558653090513
2,2,0.3439576495989108,2,2,0.96128631112917
2,2,0.34845047445305843,2,2,0.8930262078803256
2,2,0.37396043048975425,2,2,0.9201245735737313
2,2,0.3923933284061045,2,2,0.9040981554660609
2,2,0.38988912540755344,2,2,0.6287018077764925
2,2,0.39782307700711494,2,2,0.7298212931152066
2,2,0.399483647805483,2,2,0.8500229901679432
2,2,0.41366455545704006,2,2,0.8960567322549835
2,2,0.4000293691503646,2,2,0.9746691265247809
2,2,0.3822013270190948,2,2,0.9977174463209378
2,2,0.35998385870220534,2,2,0.9886129272753978
2,2,0.3800212243440784,2,2,0.9557975232872161
2,2,0.3940265795618544,2,2,0.9288779583755215
2,2,0.3727236602726173,2,2,0.999831880317587
2,2,0.39567073284631876,2,2,0.9988000837300193
2,2,0.4004391834284225,2,2,0.9447374299298936
2,2,0.41449788420390216,2,2,0.9999644185603204
2,2,0.4245162210284474,2,2,0.9926429001168764
2,2,0.4136540698185329,2,2,0.9979044324046973
2,2,0.4217623361987947,2,2,0.9997037376042444
2,2,0.38544963444618946,2,2,0.9641374854860341
2,2,0.32619897872690345,2,2,0.6092667883139875
2,2,0.2680015870706431,2,2,0.8172067997763233
0,0,0.3058013841283224,2,2,0.48396348203540346
3,0,0.4056384702391861,0,0,0.3329719708383994
0,0,0.43583895489623425,0,0,0.9987663834229141
0,0,0.4261904111407227,0,0,0.9988470718935825
0,0,0.42980105046270617,0,0,0.9992733758105836
0,0,0.44100459159711014,0,0,0.8964256512090367
0,0,0.4247229196189259,0,0,0.9539534033242958
0,0,0.436149380261224,0,0,0.43432762126579894
0,0,0.43517629202298186,0,0,0.8010285364838869
0,0,0.43213305649865735,0,0,0.45473654842200645
0,0,0.4228734808151412,0,0,0.8716371969594496
0,0,0.437385341117145,0,0,0.4560178148239669
0,0,0.4370040738408022,1,1,0.4517064481885736
0,0,0.4315944491816998,1,1,0.42694087919694873
0,0,0.42704460355439905,0,0,0.7509430355781579
0,0,0.42964339295383375,0,0,0.7381540677465924
0,0,0.43032047159563597,0,0,0.9822248662312442
3,0,0.43218823733234846,0,0,0.9997511826949188
0,0,0.4211472929891352,0,0,0.9999454285998198
3,0,0.42650386093426457,0,0,0.9999393497063424
3,0,0.41911522597978573,0,0,0.46291300558520004
3,0,0.41511449899633596,3,4,0.3175317471745003
3,0,0.3951038732987909,3,4,0.299057328711695
3,0,0.3596002704510601,2,2,0.3591392796711319
0,0,0.2543489787769841,2,2,0.6960404503834093
0,2,0.3303707699704151,2,2,0.7900231792545315
0,2,0.38382498368554935,2,2,0.9014134802380521
2,2,0.4042043816555176,2,2,0.9768658671870194
3,3,0.3828383058480068,0,0,0.5153858664910428
3,4,0.4217288684425189,3,3,0.9499075013898284
3,4,0.5565337614721726,3,3,0.7474670071818309
3,4,0.686682409935146,4,4,0.9467446705765432
3,4,0.6456075903811902,4,4,0.33036683933099975
3,4,0.6414987332942846,4,4,0.3518174351527064
3,4,0.687062009232249,4,4,0.9996025870144555
2,3,0.37855521489132204,0,0,0.7688510147725688
0,0,0.4579354509458786,0,0,0.6727942199445852
0,0,0.4520410971966467,0,0,0.5488358948659833
0,0,0.44458795474435336,0,0,0.6711784203190646
0,0,0.4528474039824243,1,1,0.433889629107918
0,0,0.451990415820207,0,0,0.5226944369425576
0,0,0.4549353258521396,0,0,0.605089979126079
0,0,0.45019163486516905,0,0,0.9637522424031695
3,0,0.43384489618020183,0,0,0.7929935935548736
3,0,0.3530644275779779,2,2,0.41407683797659034
0,2,0.3156442606422689,2,2,0.8614862476368262
2,2,0.41537600359780347,2,2,0.8209597952698618
2,3,0.42349390954912847,2,2,0.9609980575206081
2,3,0.41665798999484194,2,2,0.6982305372197699
2,3,0.36924427846946534,0,0,0.9264118465594586
2,3,0.3814380918947904,0,0,0.7474271045155246
2,3,0.40133894950491816,0,2,0.5569823671802496
2,3,0.4325211547549735,0,2,0.5379407551582702
2,3,0.4356768567126489,0,0,0.6268538436399913
2,2,0.44477082783754907,0,2,0.5177469912584223
2,2,0.4230335151961063,2,2,0.9474846853249834
2,2,0.4260796037646137,2,2,0.9922750654621125
2,2,0.4448924759371168,2,2,0.9996804645742922
2,2,0.43528131583915286,2,2,0.9999648362123105
2,2,0.41926333850528985,2,2,0.9999614229281811
2,2,0.43756489983818725,2,2,0.9461311293575717
2,2,0.43039212322992254,2,2,0.9959457882324999
2,2,0.4335279178979199,2,2,0.9817787491189007
2,3,0.44401323374586377,2,2,0.960129319061515
2,3,0.4348358488683015,2,2,0.8823410300463954
2,3,0.4320888748492832,2,2,0.8828757726258551
2,3,0.4355541431383742,2,2,0.9445348199215557
2,2,0.42421859469738443,2,2,0.9993949973042207
2,2,0.4155416179287466,2,2,0.9986340404283788
2,2,0.39087441728831174,2,2,0.9900954724413582
2,2,0.37670935117030735,2,2,0.9840459466516904
2,2,0.3516371522273447,2,2,0.983982583669032
2,2,0.35179024181168955,2,2,0.9476592250002572
2,2,0.3235778399129759,2,2,0.9352837218720602
2,2,0.3608411963255566,2,2,0.9688796245857729
